cf_indexing,k,p,q,q_gt_6M,nearest_mu_q,nearest_tau_q,mu_dist_lower,mu_dist_upper,tau_dist_lower,tau_dist_upper,epsilon_lower,threshold_upper
zero_based,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245907,15136144531388965939312829111354084553,0.4213502750136974169694662690182970179061,0.4213502750136974169694662690182970179062,0.000000000000000000000000000000000000050321658738995286789954741772928146740559321492620759,0.000000000000000000000000000000000000050321658738995286789954741772928146740559321492620760,0.4062537773919988309324798464864185738840,185.591507391337087785509500490124
