d,k,p,q,q_gt_6M,nearest_mu_q,nearest_tau_q,mu_dist_lower,mu_dist_upper,tau_dist_lower,tau_dist_upper,epsilon_lower,threshold_upper
10,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7286284472562858557366830632794400745,15136144531388965939312829111354084553,0.263567568943257612789383644180,0.263567568943257612789383644181,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.248471071321559026752397221648,185.65305231831173438608
11,73,16115051198600194239268190316172379449,12725689040428549011872695801566531678,True,-7675921853185092447758201144154291198,16115051198600194239268190316172379449,0.181773269201872714341756564649,0.181773269201872714341756564650,0.00000000000000000000000000000000000003008719031287706863635906090815662584675877,0.00000000000000000000000000000000000003008719031287706863635906090815662584675878,0.172747112108009593750848846376,186.53866191738474014699
12,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7162167160067734592619910668711284362,15136144531388965939312829111354084553,0.233458672905670357138174953476,0.233458672905670357138174953477,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.218362175283971771101188530945,185.92148168779223528325
13,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7132776327864701335814723394937176333,15136144531388965939312829111354084553,0.120758665151938199459570415226,0.120758665151938199459570415227,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.105662167530239613422583992694,187.42998188511281138333
14,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7114594390632882736892435881358877396,15136144531388965939312829111354084553,0.160418596765570817449145854017,0.160418596765570817449145854018,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.145322099143872231412159431486,186.76768364158893520231
15,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7103350677213070440445004055441085959,15136144531388965939312829111354084553,0.137632485609076861908540095821,0.137632485609076861908540095822,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.122535987987378275871553673289,187.12209697271277799047
16,73,16115051198600194239268190316172379449,12725689040428549011872695801566531678,True,-7555347739996899510371042634390562435,16115051198600194239268190316172379449,0.101332594858163470219139823440,0.101332594858163470219139823441,0.00000000000000000000000000000000000003008719031287706863635906090815662584675877,0.00000000000000000000000000000000000003008719031287706863635906090815662584675878,0.092306437764300349628232105168,187.84102986713309750546
17,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7092101871802731281678033093686755767,15136144531388965939312829111354084553,0.199172691684348575507476019843,0.199172691684348575507476019844,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.184076194062649989470489597311,186.27642988279591321834
18,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7089445645647177584265729488582686286,15136144531388965939312829111354084553,0.176117029109114326457751521311,0.176117029109114326457751521312,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.161020531487415740420765098779,186.55451508659067571306
19,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7087803865562722394747965805517564706,15136144531388965939312829111354084553,0.098005737570857682194323613563,0.098005737570857682194323613564,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.082909239949159096157337191031,187.93391877566557505495
20,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7086789135406853986096161884185628896,15136144531388965939312829111354084553,0.313166285909782953513392644139,0.313166285909782953513392644140,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.298069788288084367476406221607,185.27483795838013096985
21,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7086161976953195604360663276456576129,15136144531388965939312829111354084553,0.364399674151764766957966638818,0.364399674151764766957966638819,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.349303176530066180920980216286,184.94522719337804743830
22,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085774363794709840738633632185558998,15136144531388965939312829111354084553,0.488708303073739645417135698047,0.488708303073739645417135698048,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.473611805452041059380149275515,184.31255827566335332456
23,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085534802663849287682438183651303083,15136144531388965939312829111354084553,0.169225336291972153311853697108,0.169225336291972153311853697109,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.154128838670273567274867274576,186.64541687236119770094
24,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085386744587340737021867562012618504,15136144531388965939312829111354084553,0.296602597514343755556983835822,0.296602597514343755556983835823,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.281506099892645169519997413290,185.39364952618807889381
25,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085295239222476324997316687736727123,15136144531388965939312829111354084553,0.294170304899587305546672793300,0.294170304899587305546672793301,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.279073807277888719509686370768,185.41168280610306831954
26,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085238685628284456043717113287283462,15136144531388965939312829111354084553,0.422546184865151515657297145012,0.422546184865151515657297145013,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.407449687243452929620310722480,184.62524916209764753091
27,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085203733520506192912907645995077995,15136144531388965939312829111354084553,0.402089469939802761507072668331,0.402089469939802761507072668332,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.386992972318104175470086245799,184.73229334099846135310
28,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085182131905329073484503930560147297,15136144531388965939312829111354084553,0.021842100838468524622698567047,0.021842100838468524622698567048,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.006745603216769938585712144515,193.14753878020714281647
29,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085168781363544505677579278202869072,15136144531388965939312829111354084553,0.339925607093055129855200859548,0.339925607093055129855200859549,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.324829109471356543818214437016,185.09618154434878899831
30,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085160530271365525055090812240630413,15136144531388965939312829111354084553,0.393978336721550198532261557373,0.393978336721550198532261557374,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.378881839099851612495275134841,184.77631168404441723773
31,73,16115051198600194239268190316172379449,12725689040428549011872695801566531678,True,-7543376867262230509727447089555746248,16115051198600194239268190316172379449,0.031098861399515750173545005447,0.031098861399515750173545005448,0.00000000000000000000000000000000000003008719031287706863635906090815662584675877,0.00000000000000000000000000000000000003008719031287706863635906090815662584675878,0.022072704305652629582637287175,190.81429874158357908339
32,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085152279176445636612760938810535221,15136144531388965939312829111354084553,0.213237613636508878846836352507,0.213237613636508878846836352508,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.198141116014810292809849929975,186.12342093727547559812
33,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085150331356755846499258371861541603,15136144531388965939312829111354084553,0.399666611961122676987027469564,0.399666611961122676987027469565,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.384570114339424090950041047032,184.74534457715559792001
34,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085149127537907227092549542252478450,15136144531388965939312829111354084553,0.472404239227884357520192133725,0.472404239227884357520192133726,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.457307741606185771483205711193,184.38535667549966510883
35,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085148383536913310702651124185608542,15136144531388965939312829111354084553,0.289871308271758177129436933861,0.289871308271758177129436933862,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.274774810650059591092450511329,185.44394385289530707096
36,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147923719000264020874237729239408,15136144531388965939312829111354084553,0.229839922184472015696364571935,0.229839922184472015696364571936,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.214743424562773429659378149403,185.95620880077358055567
37,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147639535897109014428712039505354,15136144531388965939312829111354084553,0.294430051002538896680581457532,0.294430051002538896680581457533,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.279333553380840310643595035000,185.40974953997391491955
38,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147463901078705112271857055160781,15136144531388965939312829111354084553,0.072820456028318108798187646500,0.072820456028318108798187646501,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.057723958406619522761201223969,188.68634044328446747319
39,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147355352790702626581397098434770,15136144531388965939312829111354084553,0.341481728916152425832012042351,0.341481728916152425832012042352,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.326385231294453839795025619819,185.08625005985596775096
